sample,gene_family,orf_name,orf_length
Chimpanzee 2,VCY_chimp_bonobo,longer_from_REPLICATE2_transcript_34_support_3_1,81
Chimpanzee 2,VCY_chimp_bonobo,longer_from_REPLICATE2_transcript_554_support_3_1,98
Chimpanzee 2,VCY_chimp_bonobo,longer_from_REPLICATE2_transcript_303_support_8_1,139
Chimpanzee 2,VCY_chimp_bonobo,longer_from_REPLICATE1_transcript_103_support_11_1,156
Chimpanzee 2,VCY_chimp_bonobo,longer_from_REPLICATE1_transcript_104_support_15_1,156
Chimpanzee 2,VCY_chimp_bonobo,longer_from_REPLICATE1_transcript_224_support_8_1,156
Chimpanzee 2,VCY_chimp_bonobo,longer_from_REPLICATE2_transcript_227_support_2_1,156
Chimpanzee 2,VCY_chimp_bonobo,longer_from_REPLICATE2_transcript_408_support_7_1,156
Chimpanzee 2,VCY_chimp_bonobo,longer_from_REPLICATE2_transcript_585_support_2_1,156
Chimpanzee 2,VCY_chimp_bonobo,longer_from_REPLICATE1_transcript_287_support_3_1,166
Chimpanzee 2,VCY_chimp_bonobo,longer_from_REPLICATE1_transcript_46_support_2_1,166
Chimpanzee 2,VCY_chimp_bonobo,longer_from_REPLICATE2_transcript_140_support_10_1,166
Chimpanzee 2,VCY_chimp_bonobo,longer_from_REPLICATE2_transcript_579_support_2_1,166
Chimpanzee 2,VCY_chimp_bonobo,longer_from_REPLICATE1_transcript_265_support_7_1,176
Chimpanzee 2,VCY_chimp_bonobo,longer_from_REPLICATE1_transcript_378_support_5_1,176
Chimpanzee 2,VCY_chimp_bonobo,longer_from_REPLICATE1_transcript_111_support_3_1,199
Chimpanzee 2,VCY_chimp_bonobo,longer_from_REPLICATE2_transcript_257_support_4_1,199
Chimpanzee 2,VCY_chimp_bonobo,longer_from_REPLICATE1_transcript_322_support_3_1,207
Chimpanzee 2,VCY_chimp_bonobo,longer_from_REPLICATE1_transcript_261_support_3_1,219
Chimpanzee 2,VCY_chimp_bonobo,REPLICATE1_transcript_211_support_33REPLICATE2_transcript_244_support_22_1,156
Chimpanzee 2,VCY_chimp_bonobo,REPLICATE1_transcript_217_support_5REPLICATE2_transcript_250_support_5_1,156
Chimpanzee 2,VCY_chimp_bonobo,REPLICATE1_transcript_218_support_8REPLICATE2_transcript_251_support_3_1,156
Chimpanzee 2,VCY_chimp_bonobo,REPLICATE1_transcript_256_support_10REPLICATE2_transcript_276_support_13_1,156
Chimpanzee 2,VCY_chimp_bonobo,REPLICATE1_transcript_334_support_11REPLICATE2_transcript_353_support_3_1,209
Chimpanzee 2,XKRY,longer_from_REPLICATE2_transcript_224_support_7_2,51
Chimpanzee 2,XKRY,longer_from_REPLICATE1_transcript_102_support_5_2,62
Chimpanzee 2,XKRY,longer_from_REPLICATE1_transcript_112_support_4_2,62
Chimpanzee 2,XKRY,longer_from_REPLICATE1_transcript_138_support_3_2,62
Chimpanzee 2,XKRY,longer_from_REPLICATE1_transcript_261_support_3_2,62
Chimpanzee 2,XKRY,longer_from_REPLICATE1_transcript_41_support_5_2,62
Chimpanzee 2,XKRY,longer_from_REPLICATE2_transcript_167_support_5_2,62
Chimpanzee 2,XKRY,longer_from_REPLICATE2_transcript_238_support_3_2,62
Chimpanzee 2,XKRY,longer_from_REPLICATE2_transcript_278_support_9_2,62
Chimpanzee 2,XKRY,longer_from_REPLICATE2_transcript_2_support_6_2,62
Chimpanzee 2,XKRY,longer_from_REPLICATE2_transcript_381_support_3_2,62
Chimpanzee 2,XKRY,longer_from_REPLICATE2_transcript_295_support_3_2,134
Chimpanzee 2,XKRY,longer_from_REPLICATE1_transcript_261_support_3_1,194
Chimpanzee 2,XKRY,longer_from_REPLICATE2_transcript_224_support_7_1,194
Chimpanzee 2,XKRY,longer_from_REPLICATE1_transcript_112_support_4_1,276
Chimpanzee 2,XKRY,longer_from_REPLICATE2_transcript_238_support_3_1,290
Chimpanzee 2,XKRY,longer_from_REPLICATE2_transcript_295_support_3_1,290
Chimpanzee 2,XKRY,longer_from_REPLICATE1_transcript_102_support_5_1,331
Chimpanzee 2,XKRY,longer_from_REPLICATE2_transcript_2_support_6_1,367
Chimpanzee 2,XKRY,longer_from_REPLICATE2_transcript_381_support_3_1,380
Chimpanzee 2,XKRY,longer_from_REPLICATE2_transcript_278_support_9_1,422
Chimpanzee 2,XKRY,longer_from_REPLICATE1_transcript_138_support_3_1,432
Chimpanzee 2,XKRY,longer_from_REPLICATE1_transcript_41_support_5_1,432
Chimpanzee 2,XKRY,longer_from_REPLICATE2_transcript_167_support_5_1,432
Chimpanzee 2,XKRY,REPLICATE1_transcript_131_support_8REPLICATE2_transcript_201_support_7_2,62
Chimpanzee 2,XKRY,REPLICATE1_transcript_185_support_8REPLICATE2_transcript_303_support_7_2,62
Chimpanzee 2,XKRY,REPLICATE1_transcript_186_support_8REPLICATE2_transcript_304_support_4_2,62
Chimpanzee 2,XKRY,REPLICATE1_transcript_24_support_5REPLICATE2_transcript_37_support_3_2,62
Chimpanzee 2,XKRY,REPLICATE1_transcript_48_support_48REPLICATE2_transcript_72_support_47_2,62
Chimpanzee 2,XKRY,REPLICATE1_transcript_54_support_34REPLICATE2_transcript_82_support_46_2,62
Chimpanzee 2,XKRY,REPLICATE1_transcript_77_support_6REPLICATE2_transcript_135_support_2_2,62
Chimpanzee 2,XKRY,REPLICATE1_transcript_237_support_8REPLICATE2_transcript_50_support_3_1,76
Chimpanzee 2,XKRY,REPLICATE1_transcript_80_support_3REPLICATE2_transcript_137_support_3_1,124
Chimpanzee 2,XKRY,REPLICATE1_transcript_77_support_6REPLICATE2_transcript_135_support_2_1,234
Chimpanzee 2,XKRY,REPLICATE1_transcript_185_support_8REPLICATE2_transcript_303_support_7_1,290
Chimpanzee 2,XKRY,REPLICATE1_transcript_186_support_8REPLICATE2_transcript_304_support_4_1,290
Chimpanzee 2,XKRY,REPLICATE1_transcript_131_support_8REPLICATE2_transcript_201_support_7_1,432
Chimpanzee 2,XKRY,REPLICATE1_transcript_48_support_48REPLICATE2_transcript_72_support_47_1,432
Chimpanzee 2,XKRY,REPLICATE1_transcript_54_support_34REPLICATE2_transcript_82_support_46_1,432
Chimpanzee 2,XKRY,REPLICATE1_transcript_24_support_5REPLICATE2_transcript_37_support_3_1,452
Bonobo,BPY2,longer_from_REPLICATE2_transcript_12_support_7_1,56
Bonobo,BPY2,longer_from_REPLICATE2_transcript_30_support_3_1,56
Bonobo,BPY2,REPLICATE1_transcript_11_support_18REPLICATE2_transcript_19_support_11_1,56
Bonobo,CDY,longer_from_REPLICATE2_transcript_98_support_2_3,69
Bonobo,CDY,longer_from_REPLICATE1_transcript_100_support_3_1,71
Bonobo,CDY,longer_from_REPLICATE2_transcript_128_support_3_3,72
Bonobo,CDY,longer_from_REPLICATE2_transcript_98_support_2_4,84
Bonobo,CDY,longer_from_REPLICATE1_transcript_100_support_3_4,142
Bonobo,CDY,longer_from_REPLICATE1_transcript_180_support_4_3,142
Bonobo,CDY,longer_from_REPLICATE2_transcript_144_support_3_3,142
Bonobo,CDY,longer_from_REPLICATE2_transcript_145_support_2_3,142
Bonobo,CDY,longer_from_REPLICATE2_transcript_51_support_3_3,142
Bonobo,CDY,longer_from_REPLICATE2_transcript_98_support_2_5,142
Bonobo,CDY,longer_from_REPLICATE1_transcript_100_support_3_3,167
Bonobo,CDY,longer_from_REPLICATE1_transcript_180_support_4_2,167
Bonobo,CDY,longer_from_REPLICATE2_transcript_128_support_3_2,167
Bonobo,CDY,longer_from_REPLICATE2_transcript_144_support_3_2,167
Bonobo,CDY,longer_from_REPLICATE2_transcript_145_support_2_2,167
Bonobo,CDY,longer_from_REPLICATE2_transcript_182_support_2_2,167
Bonobo,CDY,longer_from_REPLICATE2_transcript_51_support_3_2,167
Bonobo,CDY,longer_from_REPLICATE2_transcript_98_support_2_2,225
Bonobo,CDY,longer_from_REPLICATE2_transcript_98_support_2_1,315
Bonobo,CDY,longer_from_REPLICATE1_transcript_100_support_3_2,490
Bonobo,CDY,longer_from_REPLICATE2_transcript_182_support_2_1,497
Bonobo,CDY,longer_from_REPLICATE1_transcript_180_support_4_1,541
Bonobo,CDY,longer_from_REPLICATE2_transcript_144_support_3_1,541
Bonobo,CDY,longer_from_REPLICATE2_transcript_145_support_2_1,541
Bonobo,CDY,longer_from_REPLICATE2_transcript_128_support_3_1,542
Bonobo,CDY,longer_from_REPLICATE2_transcript_51_support_3_1,595
Bonobo,CDY,REPLICATE1_transcript_10_support_5REPLICATE2_transcript_17_support_4_1,71
Bonobo,CDY,REPLICATE1_transcript_183_support_5REPLICATE2_transcript_179_support_2_1,91
Bonobo,CDY,REPLICATE1_transcript_10_support_5REPLICATE2_transcript_17_support_4_4,142
Bonobo,CDY,REPLICATE1_transcript_162_support_31REPLICATE2_transcript_170_support_31_3,142
Bonobo,CDY,REPLICATE1_transcript_178_support_32REPLICATE2_transcript_176_support_20_3,142
Bonobo,CDY,REPLICATE1_transcript_183_support_5REPLICATE2_transcript_179_support_2_4,142
Bonobo,CDY,REPLICATE1_transcript_10_support_5REPLICATE2_transcript_17_support_4_3,167
Bonobo,CDY,REPLICATE1_transcript_162_support_31REPLICATE2_transcript_170_support_31_2,167
Bonobo,CDY,REPLICATE1_transcript_178_support_32REPLICATE2_transcript_176_support_20_2,167
Bonobo,CDY,REPLICATE1_transcript_183_support_5REPLICATE2_transcript_179_support_2_3,167
Bonobo,CDY,REPLICATE1_transcript_183_support_5REPLICATE2_transcript_179_support_2_2,410
Bonobo,CDY,REPLICATE1_transcript_10_support_5REPLICATE2_transcript_17_support_4_2,490
Bonobo,CDY,REPLICATE1_transcript_162_support_31REPLICATE2_transcript_170_support_31_1,541
Bonobo,CDY,REPLICATE1_transcript_178_support_32REPLICATE2_transcript_176_support_20_1,541
Bonobo,DAZ,longer_from_REPLICATE1_transcript_116_support_5_3,52
Bonobo,DAZ,longer_from_REPLICATE1_transcript_116_support_5_5,52
Bonobo,DAZ,longer_from_REPLICATE1_transcript_150_support_2_3,52
Bonobo,DAZ,longer_from_REPLICATE1_transcript_157_support_3_1,52
Bonobo,DAZ,longer_from_REPLICATE1_transcript_158_support_6_3,52
Bonobo,DAZ,longer_from_REPLICATE1_transcript_170_support_5_3,52
Bonobo,DAZ,longer_from_REPLICATE1_transcript_172_support_3_3,52
Bonobo,DAZ,longer_from_REPLICATE1_transcript_207_support_5_5,52
Bonobo,DAZ,longer_from_REPLICATE1_transcript_211_support_3_3,52
Bonobo,DAZ,longer_from_REPLICATE1_transcript_211_support_3_5,52
Bonobo,DAZ,longer_from_REPLICATE1_transcript_265_support_4_3,52
Bonobo,DAZ,longer_from_REPLICATE1_transcript_27_support_3_3,52
Bonobo,DAZ,longer_from_REPLICATE1_transcript_27_support_3_5,52
Bonobo,DAZ,longer_from_REPLICATE1_transcript_287_support_3_3,52
Bonobo,DAZ,longer_from_REPLICATE1_transcript_287_support_3_5,52
Bonobo,DAZ,longer_from_REPLICATE1_transcript_44_support_7_3,52
Bonobo,DAZ,longer_from_REPLICATE1_transcript_44_support_7_5,52
Bonobo,DAZ,longer_from_REPLICATE1_transcript_53_support_3_3,52
Bonobo,DAZ,longer_from_REPLICATE1_transcript_53_support_3_5,52
Bonobo,DAZ,longer_from_REPLICATE1_transcript_61_support_5_5,52
Bonobo,DAZ,longer_from_REPLICATE2_transcript_10_support_5_5,52
Bonobo,DAZ,longer_from_REPLICATE2_transcript_18_support_3_5,52
Bonobo,DAZ,longer_from_REPLICATE2_transcript_191_support_2_3,52
Bonobo,DAZ,longer_from_REPLICATE2_transcript_237_support_5_5,52
Bonobo,DAZ,longer_from_REPLICATE2_transcript_279_support_5_3,52
Bonobo,DAZ,longer_from_REPLICATE2_transcript_279_support_5_5,52
Bonobo,DAZ,longer_from_REPLICATE2_transcript_318_support_2_5,52
Bonobo,DAZ,longer_from_REPLICATE2_transcript_346_support_3_5,52
Bonobo,DAZ,longer_from_REPLICATE2_transcript_348_support_3_3,52
Bonobo,DAZ,longer_from_REPLICATE2_transcript_348_support_3_5,52
Bonobo,DAZ,longer_from_REPLICATE2_transcript_353_support_7_4,52
Bonobo,DAZ,longer_from_REPLICATE2_transcript_366_support_5_3,52
Bonobo,DAZ,longer_from_REPLICATE2_transcript_38_support_4_3,52
Bonobo,DAZ,longer_from_REPLICATE2_transcript_38_support_4_5,52
Bonobo,DAZ,longer_from_REPLICATE2_transcript_424_support_3_3,52
Bonobo,DAZ,longer_from_REPLICATE2_transcript_424_support_3_5,52
Bonobo,DAZ,longer_from_REPLICATE2_transcript_43_support_4_1,52
Bonobo,DAZ,longer_from_REPLICATE2_transcript_43_support_4_3,52
Bonobo,DAZ,longer_from_REPLICATE2_transcript_45_support_2_3,52
Bonobo,DAZ,longer_from_REPLICATE2_transcript_45_support_2_5,52
Bonobo,DAZ,longer_from_REPLICATE2_transcript_57_support_3_3,52
Bonobo,DAZ,longer_from_REPLICATE2_transcript_57_support_3_5,52
Bonobo,DAZ,longer_from_REPLICATE2_transcript_59_support_3_1,52
Bonobo,DAZ,longer_from_REPLICATE2_transcript_64_support_5_3,52
Bonobo,DAZ,longer_from_REPLICATE1_transcript_150_support_2_1,56
Bonobo,DAZ,longer_from_REPLICATE1_transcript_158_support_6_1,56
Bonobo,DAZ,longer_from_REPLICATE1_transcript_207_support_5_3,56
Bonobo,DAZ,longer_from_REPLICATE1_transcript_265_support_4_1,56
Bonobo,DAZ,longer_from_REPLICATE1_transcript_61_support_5_3,56
Bonobo,DAZ,longer_from_REPLICATE2_transcript_10_support_5_3,56
Bonobo,DAZ,longer_from_REPLICATE2_transcript_18_support_3_3,56
Bonobo,DAZ,longer_from_REPLICATE2_transcript_191_support_2_1,56
Bonobo,DAZ,longer_from_REPLICATE2_transcript_237_support_5_3,56
Bonobo,DAZ,longer_from_REPLICATE2_transcript_318_support_2_3,56
Bonobo,DAZ,longer_from_REPLICATE2_transcript_346_support_3_3,56
Bonobo,DAZ,longer_from_REPLICATE2_transcript_353_support_7_2,56
Bonobo,DAZ,longer_from_REPLICATE2_transcript_366_support_5_1,56
Bonobo,DAZ,longer_from_REPLICATE2_transcript_64_support_5_1,56
Bonobo,DAZ,longer_from_REPLICATE1_transcript_116_support_5_4,60
Bonobo,DAZ,longer_from_REPLICATE1_transcript_157_support_3_2,60
Bonobo,DAZ,longer_from_REPLICATE1_transcript_211_support_3_4,60
Bonobo,DAZ,longer_from_REPLICATE1_transcript_27_support_3_4,60
Bonobo,DAZ,longer_from_REPLICATE1_transcript_287_support_3_4,60
Bonobo,DAZ,longer_from_REPLICATE1_transcript_44_support_7_4,60
Bonobo,DAZ,longer_from_REPLICATE1_transcript_53_support_3_4,60
Bonobo,DAZ,longer_from_REPLICATE2_transcript_279_support_5_4,60
Bonobo,DAZ,longer_from_REPLICATE2_transcript_348_support_3_4,60
Bonobo,DAZ,longer_from_REPLICATE2_transcript_38_support_4_4,60
Bonobo,DAZ,longer_from_REPLICATE2_transcript_424_support_3_4,60
Bonobo,DAZ,longer_from_REPLICATE2_transcript_43_support_4_2,60
Bonobo,DAZ,longer_from_REPLICATE2_transcript_45_support_2_4,60
Bonobo,DAZ,longer_from_REPLICATE2_transcript_57_support_3_4,60
Bonobo,DAZ,longer_from_REPLICATE2_transcript_59_support_3_2,60
Bonobo,DAZ,longer_from_REPLICATE2_transcript_78_support_3_1,60
Bonobo,DAZ,longer_from_REPLICATE1_transcript_211_support_3_6,62
Bonobo,DAZ,longer_from_REPLICATE1_transcript_2_support_8_4,63
Bonobo,DAZ,longer_from_REPLICATE2_transcript_26_support_6_4,63
Bonobo,DAZ,longer_from_REPLICATE2_transcript_394_support_3_1,63
Bonobo,DAZ,longer_from_REPLICATE1_transcript_2_support_8_3,67
Bonobo,DAZ,longer_from_REPLICATE2_transcript_26_support_6_3,67
Bonobo,DAZ,longer_from_REPLICATE1_transcript_150_support_2_2,68
Bonobo,DAZ,longer_from_REPLICATE1_transcript_158_support_6_2,68
Bonobo,DAZ,longer_from_REPLICATE1_transcript_207_support_5_4,68
Bonobo,DAZ,longer_from_REPLICATE1_transcript_265_support_4_2,68
Bonobo,DAZ,longer_from_REPLICATE1_transcript_61_support_5_4,68
Bonobo,DAZ,longer_from_REPLICATE2_transcript_10_support_5_4,68
Bonobo,DAZ,longer_from_REPLICATE2_transcript_18_support_3_4,68
Bonobo,DAZ,longer_from_REPLICATE2_transcript_191_support_2_2,68
Bonobo,DAZ,longer_from_REPLICATE2_transcript_237_support_5_4,68
Bonobo,DAZ,longer_from_REPLICATE2_transcript_318_support_2_4,68
Bonobo,DAZ,longer_from_REPLICATE2_transcript_346_support_3_4,68
Bonobo,DAZ,longer_from_REPLICATE2_transcript_353_support_7_3,68
Bonobo,DAZ,longer_from_REPLICATE2_transcript_366_support_5_2,68
Bonobo,DAZ,longer_from_REPLICATE2_transcript_64_support_5_2,68
Bonobo,DAZ,longer_from_REPLICATE2_transcript_353_support_7_5,74
Bonobo,DAZ,longer_from_REPLICATE1_transcript_61_support_5_6,89
Bonobo,DAZ,longer_from_REPLICATE1_transcript_2_support_8_5,94
Bonobo,DAZ,longer_from_REPLICATE2_transcript_18_support_3_6,94
Bonobo,DAZ,longer_from_REPLICATE2_transcript_26_support_6_5,95
Bonobo,DAZ,longer_from_REPLICATE1_transcript_116_support_5_1,102
Bonobo,DAZ,longer_from_REPLICATE1_transcript_170_support_5_1,102
Bonobo,DAZ,longer_from_REPLICATE1_transcript_172_support_3_1,102
Bonobo,DAZ,longer_from_REPLICATE1_transcript_211_support_3_1,102
Bonobo,DAZ,longer_from_REPLICATE1_transcript_27_support_3_1,102
Bonobo,DAZ,longer_from_REPLICATE1_transcript_287_support_3_1,102
Bonobo,DAZ,longer_from_REPLICATE1_transcript_44_support_7_1,102
Bonobo,DAZ,longer_from_REPLICATE1_transcript_53_support_3_1,102
Bonobo,DAZ,longer_from_REPLICATE2_transcript_279_support_5_1,102
Bonobo,DAZ,longer_from_REPLICATE2_transcript_348_support_3_1,102
Bonobo,DAZ,longer_from_REPLICATE2_transcript_38_support_4_1,102
Bonobo,DAZ,longer_from_REPLICATE2_transcript_424_support_3_1,102
Bonobo,DAZ,longer_from_REPLICATE2_transcript_45_support_2_1,102
Bonobo,DAZ,longer_from_REPLICATE2_transcript_57_support_3_1,102
Bonobo,DAZ,longer_from_REPLICATE2_transcript_318_support_2_6,105
Bonobo,DAZ,longer_from_REPLICATE2_transcript_346_support_3_6,113
Bonobo,DAZ,longer_from_REPLICATE1_transcript_207_support_5_6,120
Bonobo,DAZ,longer_from_REPLICATE2_transcript_237_support_5_6,120
Bonobo,DAZ,longer_from_REPLICATE2_transcript_10_support_5_6,129
Bonobo,DAZ,longer_from_REPLICATE1_transcript_207_support_5_1,137
Bonobo,DAZ,longer_from_REPLICATE1_transcript_2_support_8_1,137
Bonobo,DAZ,longer_from_REPLICATE1_transcript_61_support_5_1,137
Bonobo,DAZ,longer_from_REPLICATE2_transcript_10_support_5_1,137
Bonobo,DAZ,longer_from_REPLICATE2_transcript_18_support_3_1,137
Bonobo,DAZ,longer_from_REPLICATE2_transcript_237_support_5_1,137
Bonobo,DAZ,longer_from_REPLICATE2_transcript_26_support_6_1,137
Bonobo,DAZ,longer_from_REPLICATE2_transcript_318_support_2_1,137
Bonobo,DAZ,longer_from_REPLICATE2_transcript_346_support_3_1,137
Bonobo,DAZ,longer_from_REPLICATE1_transcript_287_support_3_2,144
Bonobo,DAZ,longer_from_REPLICATE1_transcript_116_support_5_2,258
Bonobo,DAZ,longer_from_REPLICATE1_transcript_53_support_3_2,258
Bonobo,DAZ,longer_from_REPLICATE1_transcript_170_support_5_2,295
Bonobo,DAZ,longer_from_REPLICATE1_transcript_172_support_3_2,295
Bonobo,DAZ,longer_from_REPLICATE1_transcript_211_support_3_2,295
Bonobo,DAZ,longer_from_REPLICATE1_transcript_27_support_3_2,295
Bonobo,DAZ,longer_from_REPLICATE1_transcript_44_support_7_2,295
Bonobo,DAZ,longer_from_REPLICATE2_transcript_279_support_5_2,295
Bonobo,DAZ,longer_from_REPLICATE2_transcript_348_support_3_2,295
Bonobo,DAZ,longer_from_REPLICATE2_transcript_38_support_4_2,295
Bonobo,DAZ,longer_from_REPLICATE2_transcript_424_support_3_2,295
Bonobo,DAZ,longer_from_REPLICATE2_transcript_45_support_2_2,295
Bonobo,DAZ,longer_from_REPLICATE2_transcript_57_support_3_2,295
Bonobo,DAZ,longer_from_REPLICATE1_transcript_2_support_8_2,394
Bonobo,DAZ,longer_from_REPLICATE2_transcript_26_support_6_2,394
Bonobo,DAZ,longer_from_REPLICATE1_transcript_207_support_5_2,414
Bonobo,DAZ,longer_from_REPLICATE2_transcript_10_support_5_2,414
Bonobo,DAZ,longer_from_REPLICATE2_transcript_18_support_3_2,414
Bonobo,DAZ,longer_from_REPLICATE2_transcript_237_support_5_2,414
Bonobo,DAZ,longer_from_REPLICATE2_transcript_353_support_7_1,414
Bonobo,DAZ,longer_from_REPLICATE1_transcript_61_support_5_2,555
Bonobo,DAZ,longer_from_REPLICATE2_transcript_318_support_2_2,555
Bonobo,DAZ,longer_from_REPLICATE2_transcript_346_support_3_2,555
Bonobo,DAZ,REPLICATE1_transcript_106_support_5REPLICATE2_transcript_190_support_10_3,52
Bonobo,DAZ,REPLICATE1_transcript_106_support_5REPLICATE2_transcript_190_support_10_5,52
Bonobo,DAZ,REPLICATE1_transcript_248_support_6REPLICATE2_transcript_372_support_4_3,52
Bonobo,DAZ,REPLICATE1_transcript_248_support_6REPLICATE2_transcript_372_support_4_5,52
Bonobo,DAZ,REPLICATE1_transcript_54_support_5REPLICATE2_transcript_76_support_4_5,52
Bonobo,DAZ,REPLICATE1_transcript_71_support_7REPLICATE2_transcript_90_support_4_5,52
Bonobo,DAZ,REPLICATE1_transcript_74_support_33REPLICATE2_transcript_92_support_22_5,52
Bonobo,DAZ,REPLICATE1_transcript_80_support_43REPLICATE2_transcript_148_support_35_3,52
Bonobo,DAZ,REPLICATE1_transcript_80_support_43REPLICATE2_transcript_148_support_35_5,52
Bonobo,DAZ,REPLICATE1_transcript_84_support_3REPLICATE2_transcript_152_support_7_3,52
Bonobo,DAZ,REPLICATE1_transcript_84_support_3REPLICATE2_transcript_152_support_7_5,52
Bonobo,DAZ,REPLICATE1_transcript_94_support_54REPLICATE2_transcript_165_support_37_3,52
Bonobo,DAZ,REPLICATE1_transcript_94_support_54REPLICATE2_transcript_165_support_37_5,52
Bonobo,DAZ,REPLICATE1_transcript_98_support_8REPLICATE2_transcript_167_support_11_3,52
Bonobo,DAZ,REPLICATE1_transcript_98_support_8REPLICATE2_transcript_167_support_11_5,52
Bonobo,DAZ,REPLICATE1_transcript_54_support_5REPLICATE2_transcript_76_support_4_3,56
Bonobo,DAZ,REPLICATE1_transcript_71_support_7REPLICATE2_transcript_90_support_4_3,56
Bonobo,DAZ,REPLICATE1_transcript_74_support_33REPLICATE2_transcript_92_support_22_3,56
Bonobo,DAZ,REPLICATE1_transcript_106_support_5REPLICATE2_transcript_190_support_10_4,60
Bonobo,DAZ,REPLICATE1_transcript_248_support_6REPLICATE2_transcript_372_support_4_4,60
Bonobo,DAZ,REPLICATE1_transcript_80_support_43REPLICATE2_transcript_148_support_35_4,60
Bonobo,DAZ,REPLICATE1_transcript_84_support_3REPLICATE2_transcript_152_support_7_4,60
Bonobo,DAZ,REPLICATE1_transcript_94_support_54REPLICATE2_transcript_165_support_37_4,60
Bonobo,DAZ,REPLICATE1_transcript_98_support_8REPLICATE2_transcript_167_support_11_4,60
Bonobo,DAZ,REPLICATE1_transcript_1_support_3REPLICATE2_transcript_15_support_5_3,63
Bonobo,DAZ,REPLICATE1_transcript_54_support_5REPLICATE2_transcript_76_support_4_4,68
Bonobo,DAZ,REPLICATE1_transcript_71_support_7REPLICATE2_transcript_90_support_4_4,68
Bonobo,DAZ,REPLICATE1_transcript_74_support_33REPLICATE2_transcript_92_support_22_4,68
Bonobo,DAZ,REPLICATE1_transcript_54_support_5REPLICATE2_transcript_76_support_4_6,89
Bonobo,DAZ,REPLICATE1_transcript_71_support_7REPLICATE2_transcript_90_support_4_6,89
Bonobo,DAZ,REPLICATE1_transcript_74_support_33REPLICATE2_transcript_92_support_22_6,89
Bonobo,DAZ,REPLICATE1_transcript_1_support_3REPLICATE2_transcript_15_support_5_4,94
Bonobo,DAZ,REPLICATE1_transcript_106_support_5REPLICATE2_transcript_190_support_10_1,102
Bonobo,DAZ,REPLICATE1_transcript_248_support_6REPLICATE2_transcript_372_support_4_1,102
Bonobo,DAZ,REPLICATE1_transcript_80_support_43REPLICATE2_transcript_148_support_35_1,102
Bonobo,DAZ,REPLICATE1_transcript_84_support_3REPLICATE2_transcript_152_support_7_1,102
Bonobo,DAZ,REPLICATE1_transcript_94_support_54REPLICATE2_transcript_165_support_37_1,102
Bonobo,DAZ,REPLICATE1_transcript_98_support_8REPLICATE2_transcript_167_support_11_1,102
Bonobo,DAZ,REPLICATE1_transcript_1_support_3REPLICATE2_transcript_15_support_5_1,137
Bonobo,DAZ,REPLICATE1_transcript_54_support_5REPLICATE2_transcript_76_support_4_1,137
Bonobo,DAZ,REPLICATE1_transcript_71_support_7REPLICATE2_transcript_90_support_4_1,137
Bonobo,DAZ,REPLICATE1_transcript_74_support_33REPLICATE2_transcript_92_support_22_1,137
Bonobo,DAZ,REPLICATE1_transcript_106_support_5REPLICATE2_transcript_190_support_10_2,144
Bonobo,DAZ,REPLICATE1_transcript_248_support_6REPLICATE2_transcript_372_support_4_2,144
Bonobo,DAZ,REPLICATE1_transcript_80_support_43REPLICATE2_transcript_148_support_35_2,295
Bonobo,DAZ,REPLICATE1_transcript_84_support_3REPLICATE2_transcript_152_support_7_2,295
Bonobo,DAZ,REPLICATE1_transcript_94_support_54REPLICATE2_transcript_165_support_37_2,295
Bonobo,DAZ,REPLICATE1_transcript_98_support_8REPLICATE2_transcript_167_support_11_2,295
Bonobo,DAZ,REPLICATE1_transcript_71_support_7REPLICATE2_transcript_90_support_4_2,414
Bonobo,DAZ,REPLICATE1_transcript_74_support_33REPLICATE2_transcript_92_support_22_2,414
Bonobo,DAZ,REPLICATE1_transcript_1_support_3REPLICATE2_transcript_15_support_5_2,535
Bonobo,DAZ,REPLICATE1_transcript_54_support_5REPLICATE2_transcript_76_support_4_2,555
Bonobo,HSFY,longer_from_REPLICATE1_transcript_0_support_3_2,52
Bonobo,HSFY,longer_from_REPLICATE1_transcript_22_support_4_2,52
Bonobo,HSFY,longer_from_REPLICATE1_transcript_55_support_2_2,52
Bonobo,HSFY,longer_from_REPLICATE1_transcript_67_support_5_2,52
Bonobo,HSFY,longer_from_REPLICATE1_transcript_74_support_6_2,52
Bonobo,HSFY,longer_from_REPLICATE2_transcript_48_support_3_2,52
Bonobo,HSFY,longer_from_REPLICATE1_transcript_0_support_3_1,55
Bonobo,HSFY,longer_from_REPLICATE1_transcript_22_support_4_1,55
Bonobo,HSFY,longer_from_REPLICATE1_transcript_55_support_2_1,55
Bonobo,HSFY,longer_from_REPLICATE1_transcript_67_support_5_1,55
Bonobo,HSFY,longer_from_REPLICATE1_transcript_74_support_6_1,55
Bonobo,HSFY,longer_from_REPLICATE2_transcript_48_support_3_1,55
Bonobo,HSFY,longer_from_REPLICATE2_transcript_28_support_3_1,61
Bonobo,HSFY,longer_from_REPLICATE2_transcript_37_support_6_1,61
Bonobo,HSFY,longer_from_REPLICATE1_transcript_40_support_2_1,84
Bonobo,HSFY,longer_from_REPLICATE1_transcript_46_support_3_1,84
Bonobo,HSFY,longer_from_REPLICATE1_transcript_52_support_3_1,84
Bonobo,HSFY,longer_from_REPLICATE2_transcript_28_support_3_2,84
Bonobo,HSFY,longer_from_REPLICATE2_transcript_37_support_6_2,84
