sample	gene_family	orf_name	orf_length
Bonobo	PRY	longer_from_REPLICATE2_transcript_1_support_2_26	85
Bonobo	PRY	longer_from_REPLICATE1_transcript_3_support_3_6	86
Bonobo	PRY	longer_from_REPLICATE1_transcript_6_support_3_6	86
Bonobo	PRY	REPLICATE1_transcript_2_support_8REPLICATE2_transcript_2_support_5_6	86
Bonobo	PRY	longer_from_REPLICATE1_transcript_20_support_2_11	87
Bonobo	PRY	longer_from_REPLICATE1_transcript_3_support_3_36	87
Bonobo	PRY	longer_from_REPLICATE1_transcript_6_support_3_50	87
Bonobo	PRY	longer_from_REPLICATE2_transcript_1_support_2_8	87
Bonobo	PRY	REPLICATE1_transcript_55_support_15REPLICATE2_transcript_72_support_16_6	87
Bonobo	PRY	REPLICATE1_transcript_55_support_15REPLICATE2_transcript_72_support_16_8	87
Bonobo	PRY	REPLICATE1_transcript_24_support_46REPLICATE2_transcript_37_support_69_3	89
Bonobo	PRY	REPLICATE1_transcript_24_support_46REPLICATE2_transcript_37_support_69_6	89
Bonobo	PRY	REPLICATE1_transcript_31_support_59REPLICATE2_transcript_44_support_71_3	89
Bonobo	PRY	REPLICATE1_transcript_31_support_59REPLICATE2_transcript_44_support_71_6	89
Bonobo	PRY	REPLICATE1_transcript_45_support_12REPLICATE2_transcript_62_support_20_3	89
Bonobo	PRY	REPLICATE1_transcript_48_support_16REPLICATE2_transcript_65_support_34_3	89
Bonobo	PRY	REPLICATE1_transcript_48_support_16REPLICATE2_transcript_65_support_34_6	89
Bonobo	PRY	REPLICATE1_transcript_53_support_10REPLICATE2_transcript_69_support_12_3	89
Bonobo	PRY	REPLICATE1_transcript_55_support_15REPLICATE2_transcript_72_support_16_3	89
Bonobo	PRY	REPLICATE1_transcript_57_support_10REPLICATE2_transcript_76_support_5_3	89
Bonobo	PRY	longer_from_REPLICATE1_transcript_3_support_5_43	91
Bonobo	PRY	REPLICATE1_transcript_12_support_2REPLICATE2_transcript_12_support_3_20	91
Bonobo	PRY	REPLICATE1_transcript_3_support_17REPLICATE2_transcript_2_support_28_8	91
Bonobo	PRY	REPLICATE1_transcript_0_support_7REPLICATE2_transcript_3_support_7_17	92
Bonobo	PRY	REPLICATE1_transcript_13_support_5REPLICATE2_transcript_11_support_17_16	93
Bonobo	PRY	REPLICATE1_transcript_2_support_19REPLICATE2_transcript_2_support_14_27	93
Bonobo	PRY	longer_from_REPLICATE2_transcript_6_support_3_5	95
Bonobo	PRY	REPLICATE1_transcript_4_support_12REPLICATE2_transcript_8_support_6_80	95
Bonobo	PRY	longer_from_REPLICATE1_transcript_10_support_2_7	96
Bonobo	PRY	longer_from_REPLICATE1_transcript_3_support_5_9	96
Bonobo	PRY	longer_from_REPLICATE2_transcript_2_support_5_28	96
Bonobo	PRY	longer_from_REPLICATE2_transcript_8_support_3_2	97
Bonobo	PRY	REPLICATE1_transcript_0_support_7REPLICATE2_transcript_3_support_7_19	97
Bonobo	PRY	longer_from_REPLICATE1_transcript_3_support_4_33	99
Bonobo	PRY	longer_from_REPLICATE1_transcript_6_support_3_11	99
Bonobo	PRY	longer_from_REPLICATE1_transcript_3_support_5_23	100
Bonobo	PRY	longer_from_REPLICATE2_transcript_3_support_6_8	100
Bonobo	PRY	longer_from_REPLICATE2_transcript_2_support_5_39	104
Bonobo	PRY	REPLICATE1_transcript_13_support_5REPLICATE2_transcript_11_support_17_12	104
Bonobo	PRY	REPLICATE1_transcript_45_support_12REPLICATE2_transcript_62_support_20_8	104
Bonobo	PRY	REPLICATE1_transcript_53_support_10REPLICATE2_transcript_69_support_12_7	104
Bonobo	PRY	REPLICATE1_transcript_57_support_10REPLICATE2_transcript_76_support_5_7	104
Bonobo	PRY	longer_from_REPLICATE1_transcript_0_support_5_26	105
Bonobo	PRY	longer_from_REPLICATE1_transcript_1_support_9_26	105
Bonobo	PRY	longer_from_REPLICATE2_transcript_6_support_3_4	107
Bonobo	PRY	REPLICATE1_transcript_4_support_12REPLICATE2_transcript_8_support_6_11	107
Bonobo	PRY	REPLICATE1_transcript_3_support_8REPLICATE2_transcript_3_support_14_27	108
Bonobo	PRY	longer_from_REPLICATE1_transcript_0_support_8_47	109
Bonobo	PRY	longer_from_REPLICATE1_transcript_15_support_3_19	109
Bonobo	PRY	REPLICATE1_transcript_19_support_59REPLICATE2_transcript_30_support_48_18	109
Bonobo	PRY	longer_from_REPLICATE1_transcript_3_support_5_5	110
Bonobo	PRY	longer_from_REPLICATE2_transcript_2_support_5_26	110
Bonobo	PRY	longer_from_REPLICATE1_transcript_6_support_3_83	112
Bonobo	PRY	longer_from_REPLICATE1_transcript_0_support_8_7	118
Bonobo	PRY	longer_from_REPLICATE1_transcript_3_support_3_20	118
Bonobo	PRY	longer_from_REPLICATE2_transcript_1_support_5_8	119
Bonobo	PRY	longer_from_REPLICATE1_transcript_1_support_9_62	121
Bonobo	PRY	longer_from_REPLICATE2_transcript_2_support_5_25	121
Bonobo	PRY	REPLICATE1_transcript_3_support_17REPLICATE2_transcript_2_support_28_5	121
Bonobo	PRY	longer_from_REPLICATE1_transcript_0_support_5_63	122
Bonobo	PRY	longer_from_REPLICATE1_transcript_3_support_3_8	123
Bonobo	PRY	REPLICATE1_transcript_24_support_46REPLICATE2_transcript_37_support_69_24	123
Bonobo	PRY	REPLICATE1_transcript_31_support_59REPLICATE2_transcript_44_support_71_24	123
Bonobo	PRY	REPLICATE1_transcript_45_support_12REPLICATE2_transcript_62_support_20_25	123
Bonobo	PRY	REPLICATE1_transcript_48_support_16REPLICATE2_transcript_65_support_34_24	123
Bonobo	PRY	longer_from_REPLICATE1_transcript_0_support_8_20	125
Bonobo	PRY	longer_from_REPLICATE1_transcript_10_support_2_18	125
Bonobo	PRY	REPLICATE1_transcript_0_support_7REPLICATE2_transcript_3_support_7_33	127
Bonobo	PRY	longer_from_REPLICATE2_transcript_6_support_3_27	132
Bonobo	PRY	longer_from_REPLICATE1_transcript_3_support_3_21	135
Bonobo	PRY	longer_from_REPLICATE1_transcript_3_support_3_8	138
Bonobo	PRY	longer_from_REPLICATE1_transcript_6_support_3_8	138
Bonobo	PRY	REPLICATE1_transcript_24_support_46REPLICATE2_transcript_37_support_69_4	138
Bonobo	PRY	REPLICATE1_transcript_2_support_8REPLICATE2_transcript_2_support_5_8	138
Bonobo	PRY	REPLICATE1_transcript_31_support_59REPLICATE2_transcript_44_support_71_4	138
Bonobo	PRY	REPLICATE1_transcript_45_support_12REPLICATE2_transcript_62_support_20_4	138
Bonobo	PRY	REPLICATE1_transcript_48_support_16REPLICATE2_transcript_65_support_34_4	138
Bonobo	PRY	REPLICATE1_transcript_53_support_10REPLICATE2_transcript_69_support_12_4	138
Bonobo	PRY	REPLICATE1_transcript_55_support_15REPLICATE2_transcript_72_support_16_4	138
Bonobo	PRY	REPLICATE1_transcript_57_support_10REPLICATE2_transcript_76_support_5_4	138
Bonobo	PRY	REPLICATE1_transcript_3_support_17REPLICATE2_transcript_2_support_28_17	139
Bonobo	PRY	REPLICATE1_transcript_53_support_10REPLICATE2_transcript_69_support_12_23	139
Bonobo	PRY	REPLICATE1_transcript_57_support_10REPLICATE2_transcript_76_support_5_23	139
Bonobo	PRY	longer_from_REPLICATE1_transcript_10_support_2_58	142
Bonobo	PRY	longer_from_REPLICATE1_transcript_0_support_8_60	143
Bonobo	PRY	longer_from_REPLICATE2_transcript_6_support_3_25	146
Bonobo	PRY	longer_from_REPLICATE1_transcript_0_support_8_39	150
Bonobo	PRY	REPLICATE1_transcript_55_support_15REPLICATE2_transcript_72_support_16_24	150
Bonobo	PRY	longer_from_REPLICATE1_transcript_3_support_4_11	160
Bonobo	PRY	REPLICATE1_transcript_24_support_46REPLICATE2_transcript_37_support_69_26	165
Bonobo	PRY	REPLICATE1_transcript_31_support_59REPLICATE2_transcript_44_support_71_26	165
Bonobo	PRY	REPLICATE1_transcript_48_support_16REPLICATE2_transcript_65_support_34_26	165
Bonobo	PRY	longer_from_REPLICATE2_transcript_1_support_5_27	166
Bonobo	PRY	REPLICATE1_transcript_55_support_15REPLICATE2_transcript_72_support_16_26	170
Bonobo	PRY	longer_from_REPLICATE1_transcript_0_support_5_12	171
Bonobo	PRY	longer_from_REPLICATE1_transcript_1_support_9_12	171
Bonobo	PRY	longer_from_REPLICATE1_transcript_3_support_5_55	176
Bonobo	PRY	REPLICATE1_transcript_45_support_12REPLICATE2_transcript_62_support_20_27	176
Bonobo	PRY	REPLICATE1_transcript_53_support_10REPLICATE2_transcript_69_support_12_25	176
Bonobo	PRY	REPLICATE1_transcript_57_support_10REPLICATE2_transcript_76_support_5_25	176
Bonobo	PRY	REPLICATE1_transcript_3_support_8REPLICATE2_transcript_3_support_14_13	186
Bonobo	PRY	longer_from_REPLICATE2_transcript_2_support_5_10	189
Bonobo	PRY	REPLICATE1_transcript_2_support_8REPLICATE2_transcript_2_support_5_26	194
Bonobo	PRY	longer_from_REPLICATE1_transcript_3_support_5_34	201
Bonobo	PRY	longer_from_REPLICATE2_transcript_1_support_5_10	205
Bonobo	PRY	longer_from_REPLICATE1_transcript_3_support_3_49	209
Bonobo	PRY	longer_from_REPLICATE1_transcript_6_support_3_63	209
Bonobo	PRY	longer_from_REPLICATE2_transcript_6_support_3_9	211
Bonobo	PRY	REPLICATE1_transcript_4_support_12REPLICATE2_transcript_8_support_6_31	230
Bonobo	PRY	REPLICATE1_transcript_2_support_8REPLICATE2_transcript_2_support_7_19	232
Bonobo	PRY	REPLICATE1_transcript_2_support_19REPLICATE2_transcript_2_support_14_14	234
Bonobo	PRY	longer_from_REPLICATE2_transcript_2_support_5_45	262
Bonobo	PRY	longer_from_REPLICATE1_transcript_10_support_2_45	269
Bonobo	PRY	REPLICATE1_transcript_2_support_8REPLICATE2_transcript_2_support_7_43	278
Bonobo	PRY	REPLICATE1_transcript_0_support_7REPLICATE2_transcript_3_support_7_15	282
Bonobo	PRY	longer_from_REPLICATE2_transcript_2_support_5_17	368
Bonobo	PRY	longer_from_REPLICATE1_transcript_0_support_8_25	459
Bonobo	PRY	longer_from_REPLICATE1_transcript_10_support_2_23	459
Bonobo	PRY	longer_from_REPLICATE1_transcript_3_support_5_21	460
Bonobo	RBMY	longer_from_REPLICATE1_transcript_10_support_2_26	50
Bonobo	RBMY	longer_from_REPLICATE1_transcript_10_support_2_46	50
Bonobo	RBMY	longer_from_REPLICATE1_transcript_121_support_8_6	50
Bonobo	RBMY	longer_from_REPLICATE1_transcript_157_support_5_26	50
Bonobo	RBMY	longer_from_REPLICATE1_transcript_157_support_5_45	50
Bonobo	RBMY	longer_from_REPLICATE1_transcript_158_support_5_26	50
Bonobo	RBMY	longer_from_REPLICATE1_transcript_158_support_5_45	50
Bonobo	RBMY	longer_from_REPLICATE1_transcript_193_support_3_10	50
Bonobo	RBMY	longer_from_REPLICATE1_transcript_21_support_6_8	50
Bonobo	RBMY	longer_from_REPLICATE1_transcript_82_support_2_26	50
Bonobo	RBMY	longer_from_REPLICATE1_transcript_82_support_2_45	50
Bonobo	RBMY	longer_from_REPLICATE1_transcript_86_support_2_7	50
Bonobo	RBMY	longer_from_REPLICATE2_transcript_0_support_3_10	50
Bonobo	RBMY	longer_from_REPLICATE2_transcript_0_support_3_29	50
Bonobo	RBMY	longer_from_REPLICATE2_transcript_142_support_5_6	50
Bonobo	RBMY	longer_from_REPLICATE2_transcript_144_support_3_6	50
Bonobo	RBMY	longer_from_REPLICATE2_transcript_146_support_3_8	50
Bonobo	RBMY	longer_from_REPLICATE2_transcript_15_support_3_28	50
Bonobo	RBMY	longer_from_REPLICATE2_transcript_15_support_3_48	50
Bonobo	RBMY	longer_from_REPLICATE2_transcript_188_support_10_9	50
Bonobo	RBMY	longer_from_REPLICATE2_transcript_19_support_7_46	50
Bonobo	RBMY	longer_from_REPLICATE2_transcript_200_support_8_26	50
Bonobo	RBMY	longer_from_REPLICATE2_transcript_200_support_8_45	50
Bonobo	RBMY	longer_from_REPLICATE2_transcript_235_support_3_10	50
Bonobo	RBMY	longer_from_REPLICATE2_transcript_235_support_3_29	50
Bonobo	RBMY	longer_from_REPLICATE2_transcript_73_support_3_6	50
Bonobo	RBMY	REPLICATE1_transcript_132_support_8REPLICATE2_transcript_147_support_4_7	50
Bonobo	RBMY	REPLICATE1_transcript_166_support_3REPLICATE2_transcript_218_support_7_46	50
Bonobo	RBMY	REPLICATE1_transcript_44_support_6REPLICATE2_transcript_256_support_5_5	50
Bonobo	RBMY	longer_from_REPLICATE1_transcript_193_support_3_20	52
Bonobo	RBMY	longer_from_REPLICATE1_transcript_86_support_2_17	52
Bonobo	RBMY	longer_from_REPLICATE2_transcript_144_support_3_16	52
Bonobo	RBMY	longer_from_REPLICATE1_transcript_10_support_2_65	53
Bonobo	RBMY	longer_from_REPLICATE1_transcript_157_support_5_66	53
Bonobo	RBMY	longer_from_REPLICATE1_transcript_158_support_5_66	53
Bonobo	RBMY	longer_from_REPLICATE1_transcript_82_support_2_66	53
Bonobo	RBMY	longer_from_REPLICATE2_transcript_15_support_3_67	53
Bonobo	RBMY	longer_from_REPLICATE2_transcript_200_support_8_66	53
Bonobo	RBMY	REPLICATE1_transcript_166_support_3REPLICATE2_transcript_218_support_7_65	53
Bonobo	RBMY	longer_from_REPLICATE1_transcript_21_support_6_25	54
Bonobo	RBMY	longer_from_REPLICATE1_transcript_21_support_6_3	55
Bonobo	RBMY	longer_from_REPLICATE1_transcript_86_support_2_4	57
Bonobo	RBMY	REPLICATE1_transcript_132_support_8REPLICATE2_transcript_147_support_4_4	63
Bonobo	RBMY	longer_from_REPLICATE1_transcript_10_support_2_35	65
Bonobo	RBMY	longer_from_REPLICATE1_transcript_121_support_8_15	65
Bonobo	RBMY	longer_from_REPLICATE1_transcript_157_support_5_34	65
Bonobo	RBMY	longer_from_REPLICATE1_transcript_158_support_5_34	65
Bonobo	RBMY	longer_from_REPLICATE1_transcript_21_support_6_16	65
Bonobo	RBMY	longer_from_REPLICATE1_transcript_82_support_2_34	65
Bonobo	RBMY	longer_from_REPLICATE2_transcript_0_support_3_18	65
Bonobo	RBMY	longer_from_REPLICATE2_transcript_146_support_3_17	65
Bonobo	RBMY	longer_from_REPLICATE2_transcript_146_support_3_26	65
Bonobo	RBMY	longer_from_REPLICATE2_transcript_15_support_3_37	65
Bonobo	RBMY	longer_from_REPLICATE2_transcript_188_support_10_17	65
Bonobo	RBMY	longer_from_REPLICATE2_transcript_19_support_7_35	65
Bonobo	RBMY	longer_from_REPLICATE2_transcript_200_support_8_34	65
Bonobo	RBMY	longer_from_REPLICATE2_transcript_235_support_3_18	65
Bonobo	RBMY	longer_from_REPLICATE2_transcript_73_support_3_15	65
Bonobo	RBMY	longer_from_REPLICATE2_transcript_86_support_4_16	65
Bonobo	RBMY	longer_from_REPLICATE2_transcript_86_support_4_4	65
Bonobo	RBMY	REPLICATE1_transcript_132_support_8REPLICATE2_transcript_147_support_4_16	65
Bonobo	RBMY	REPLICATE1_transcript_166_support_3REPLICATE2_transcript_218_support_7_35	65
Bonobo	RBMY	REPLICATE1_transcript_44_support_6REPLICATE2_transcript_256_support_5_13	65
Bonobo	RBMY	longer_from_REPLICATE1_transcript_10_support_2_61	66
Bonobo	RBMY	longer_from_REPLICATE1_transcript_157_support_5_62	66
Bonobo	RBMY	longer_from_REPLICATE1_transcript_158_support_5_62	66
Bonobo	RBMY	longer_from_REPLICATE1_transcript_82_support_2_62	66
Bonobo	RBMY	longer_from_REPLICATE2_transcript_146_support_3_3	66
Bonobo	RBMY	longer_from_REPLICATE2_transcript_15_support_3_63	66
Bonobo	RBMY	longer_from_REPLICATE2_transcript_19_support_7_61	66
Bonobo	RBMY	longer_from_REPLICATE2_transcript_19_support_7_65	66
Bonobo	RBMY	longer_from_REPLICATE2_transcript_200_support_8_62	66
Bonobo	RBMY	REPLICATE1_transcript_166_support_3REPLICATE2_transcript_218_support_7_61	66
Bonobo	RBMY	longer_from_REPLICATE1_transcript_10_support_2_67	70
Bonobo	RBMY	longer_from_REPLICATE1_transcript_157_support_5_68	70
Bonobo	RBMY	longer_from_REPLICATE1_transcript_158_support_5_68	70
Bonobo	RBMY	longer_from_REPLICATE1_transcript_82_support_2_68	70
Bonobo	RBMY	longer_from_REPLICATE2_transcript_15_support_3_69	70
Bonobo	RBMY	longer_from_REPLICATE2_transcript_19_support_7_67	70
Bonobo	RBMY	longer_from_REPLICATE2_transcript_200_support_8_68	70
Bonobo	RBMY	longer_from_REPLICATE2_transcript_200_support_8_74	70
Bonobo	RBMY	REPLICATE1_transcript_166_support_3REPLICATE2_transcript_218_support_7_67	70
Bonobo	RBMY	longer_from_REPLICATE1_transcript_21_support_6_5	71
Bonobo	RBMY	longer_from_REPLICATE2_transcript_188_support_10_27	71
Bonobo	RBMY	longer_from_REPLICATE2_transcript_15_support_3_6	72
Bonobo	RBMY	longer_from_REPLICATE2_transcript_188_support_10_4	72
Bonobo	RBMY	REPLICATE1_transcript_166_support_3REPLICATE2_transcript_218_support_7_72	72
Bonobo	RBMY	longer_from_REPLICATE1_transcript_82_support_2_74	75
Bonobo	RBMY	longer_from_REPLICATE1_transcript_10_support_2_66	77
Bonobo	RBMY	longer_from_REPLICATE1_transcript_157_support_5_67	77
Bonobo	RBMY	longer_from_REPLICATE1_transcript_158_support_5_67	77
Bonobo	RBMY	longer_from_REPLICATE1_transcript_82_support_2_67	77
Bonobo	RBMY	longer_from_REPLICATE2_transcript_15_support_3_68	77
Bonobo	RBMY	longer_from_REPLICATE2_transcript_15_support_3_76	77
Bonobo	RBMY	longer_from_REPLICATE2_transcript_200_support_8_67	77
Bonobo	RBMY	REPLICATE1_transcript_166_support_3REPLICATE2_transcript_218_support_7_66	77
Bonobo	RBMY	longer_from_REPLICATE1_transcript_157_support_5_74	80
Bonobo	RBMY	longer_from_REPLICATE1_transcript_158_support_5_74	80
Bonobo	RBMY	longer_from_REPLICATE2_transcript_19_support_7_66	80
Bonobo	RBMY	longer_from_REPLICATE1_transcript_10_support_2_73	81
Bonobo	RBMY	longer_from_REPLICATE1_transcript_193_support_3_13	81
Bonobo	RBMY	longer_from_REPLICATE2_transcript_144_support_3_9	81
Bonobo	RBMY	longer_from_REPLICATE2_transcript_19_support_7_73	81
Bonobo	RBMY	longer_from_REPLICATE1_transcript_10_support_2_69	82
Bonobo	RBMY	longer_from_REPLICATE1_transcript_157_support_5_70	82
Bonobo	RBMY	longer_from_REPLICATE1_transcript_158_support_5_70	82
Bonobo	RBMY	longer_from_REPLICATE1_transcript_82_support_2_70	82
Bonobo	RBMY	longer_from_REPLICATE2_transcript_15_support_3_71	82
Bonobo	RBMY	longer_from_REPLICATE2_transcript_19_support_7_69	82
Bonobo	RBMY	longer_from_REPLICATE2_transcript_200_support_8_70	82
Bonobo	RBMY	REPLICATE1_transcript_166_support_3REPLICATE2_transcript_218_support_7_69	82
Bonobo	RBMY	longer_from_REPLICATE2_transcript_146_support_3_5	83
Bonobo	RBMY	longer_from_REPLICATE1_transcript_193_support_3_31	89
Bonobo	RBMY	longer_from_REPLICATE2_transcript_188_support_10_6	89
Bonobo	RBMY	longer_from_REPLICATE1_transcript_193_support_3_5	90
Bonobo	RBMY	longer_from_REPLICATE2_transcript_142_support_5_10	90
Bonobo	RBMY	longer_from_REPLICATE1_transcript_10_support_2_30	101
Bonobo	RBMY	longer_from_REPLICATE1_transcript_121_support_8_10	101
Bonobo	RBMY	longer_from_REPLICATE1_transcript_157_support_5_29	101
Bonobo	RBMY	longer_from_REPLICATE1_transcript_158_support_5_29	101
Bonobo	RBMY	longer_from_REPLICATE1_transcript_21_support_6_11	101
Bonobo	RBMY	longer_from_REPLICATE1_transcript_82_support_2_29	101
Bonobo	RBMY	longer_from_REPLICATE2_transcript_0_support_3_13	101
Bonobo	RBMY	longer_from_REPLICATE2_transcript_146_support_3_12	101
Bonobo	RBMY	longer_from_REPLICATE2_transcript_15_support_3_32	101
Bonobo	RBMY	longer_from_REPLICATE2_transcript_188_support_10_12	101
Bonobo	RBMY	longer_from_REPLICATE2_transcript_19_support_7_30	101
Bonobo	RBMY	longer_from_REPLICATE2_transcript_200_support_8_29	101
Bonobo	RBMY	longer_from_REPLICATE2_transcript_235_support_3_13	101
Bonobo	RBMY	longer_from_REPLICATE2_transcript_73_support_3_10	101
Bonobo	RBMY	longer_from_REPLICATE2_transcript_86_support_4_11	101
Bonobo	RBMY	REPLICATE1_transcript_132_support_8REPLICATE2_transcript_147_support_4_11	101
Bonobo	RBMY	REPLICATE1_transcript_166_support_3REPLICATE2_transcript_218_support_7_30	101
Bonobo	RBMY	REPLICATE1_transcript_44_support_6REPLICATE2_transcript_256_support_5_8	101
Bonobo	RBMY	longer_from_REPLICATE2_transcript_235_support_3_30	102
Bonobo	RBMY	longer_from_REPLICATE2_transcript_235_support_3_5	103
Bonobo	RBMY	longer_from_REPLICATE1_transcript_193_support_3_7	107
Bonobo	RBMY	longer_from_REPLICATE1_transcript_86_support_2_13	108
Bonobo	RBMY	longer_from_REPLICATE1_transcript_10_support_2_47	115
Bonobo	RBMY	longer_from_REPLICATE1_transcript_157_support_5_46	115
Bonobo	RBMY	longer_from_REPLICATE1_transcript_158_support_5_46	115
Bonobo	RBMY	longer_from_REPLICATE1_transcript_82_support_2_46	115
Bonobo	RBMY	longer_from_REPLICATE2_transcript_0_support_3_30	115
Bonobo	RBMY	longer_from_REPLICATE2_transcript_15_support_3_49	115
Bonobo	RBMY	longer_from_REPLICATE2_transcript_19_support_7_47	115
Bonobo	RBMY	longer_from_REPLICATE2_transcript_200_support_8_46	115
Bonobo	RBMY	REPLICATE1_transcript_166_support_3REPLICATE2_transcript_218_support_7_47	115
Bonobo	RBMY	longer_from_REPLICATE2_transcript_235_support_3_7	119
Bonobo	RBMY	longer_from_REPLICATE1_transcript_10_support_2_57	138
Bonobo	RBMY	longer_from_REPLICATE2_transcript_15_support_3_59	138
Bonobo	RBMY	longer_from_REPLICATE2_transcript_19_support_7_57	138
Bonobo	RBMY	REPLICATE1_transcript_166_support_3REPLICATE2_transcript_218_support_7_57	138
Bonobo	RBMY	longer_from_REPLICATE2_transcript_0_support_3_5	143
Bonobo	RBMY	longer_from_REPLICATE2_transcript_19_support_7_12	156
Bonobo	RBMY	longer_from_REPLICATE2_transcript_0_support_3_7	159
Bonobo	RBMY	longer_from_REPLICATE1_transcript_157_support_5_58	175
Bonobo	RBMY	longer_from_REPLICATE1_transcript_158_support_5_58	175
Bonobo	RBMY	longer_from_REPLICATE1_transcript_82_support_2_58	175
Bonobo	RBMY	longer_from_REPLICATE2_transcript_200_support_8_58	175
Bonobo	RBMY	longer_from_REPLICATE1_transcript_10_support_2_21	302
Bonobo	RBMY	longer_from_REPLICATE2_transcript_15_support_3_23	302
Bonobo	RBMY	longer_from_REPLICATE2_transcript_19_support_7_21	302
Bonobo	RBMY	REPLICATE1_transcript_166_support_3REPLICATE2_transcript_218_support_7_21	302
Bonobo	RBMY	longer_from_REPLICATE1_transcript_157_support_5_21	317
Bonobo	RBMY	longer_from_REPLICATE1_transcript_158_support_5_21	317
Bonobo	RBMY	longer_from_REPLICATE1_transcript_82_support_2_21	317
Bonobo	RBMY	longer_from_REPLICATE2_transcript_200_support_8_21	317
Bonobo	RBMY	longer_from_REPLICATE2_transcript_19_support_7_23	333
Bonobo	RBMY	longer_from_REPLICATE2_transcript_15_support_3_25	465
Bonobo	RBMY	longer_from_REPLICATE1_transcript_10_support_2_23	476
Bonobo	RBMY	REPLICATE1_transcript_166_support_3REPLICATE2_transcript_218_support_7_23	476
Bonobo	RBMY	longer_from_REPLICATE1_transcript_157_support_5_23	513
Bonobo	RBMY	longer_from_REPLICATE1_transcript_158_support_5_23	513
Bonobo	RBMY	longer_from_REPLICATE1_transcript_82_support_2_23	513
Bonobo	RBMY	longer_from_REPLICATE2_transcript_200_support_8_23	513
Bonobo	TSPY	longer_from_REPLICATE1_transcript_101_support_8_5	50
Bonobo	TSPY	longer_from_REPLICATE1_transcript_118_support_5_4	50
Bonobo	TSPY	longer_from_REPLICATE1_transcript_118_support_5_8	50
Bonobo	TSPY	longer_from_REPLICATE1_transcript_134_support_5_5	50
Bonobo	TSPY	longer_from_REPLICATE1_transcript_137_support_2_5	50
Bonobo	TSPY	longer_from_REPLICATE1_transcript_18_support_7_2	50
Bonobo	TSPY	longer_from_REPLICATE1_transcript_45_support_8_2	50
Bonobo	TSPY	longer_from_REPLICATE1_transcript_45_support_8_6	50
Bonobo	TSPY	longer_from_REPLICATE2_transcript_56_support_2_5	50
Bonobo	TSPY	longer_from_REPLICATE2_transcript_62_support_7_2	50
Bonobo	TSPY	longer_from_REPLICATE2_transcript_62_support_7_6	50
Bonobo	TSPY	longer_from_REPLICATE2_transcript_64_support_4_2	50
Bonobo	TSPY	longer_from_REPLICATE2_transcript_64_support_4_6	50
Bonobo	TSPY	REPLICATE1_transcript_135_support_8REPLICATE2_transcript_162_support_9_5	50
Bonobo	TSPY	REPLICATE1_transcript_57_support_5REPLICATE2_transcript_88_support_4_2	50
Bonobo	TSPY	REPLICATE1_transcript_57_support_5REPLICATE2_transcript_88_support_4_6	50
Bonobo	TSPY	longer_from_REPLICATE1_transcript_101_support_8_8	51
Bonobo	TSPY	longer_from_REPLICATE1_transcript_118_support_5_11	51
Bonobo	TSPY	longer_from_REPLICATE1_transcript_134_support_5_8	51
Bonobo	TSPY	longer_from_REPLICATE1_transcript_137_support_2_8	51
Bonobo	TSPY	longer_from_REPLICATE1_transcript_245_support_2_2	51
Bonobo	TSPY	longer_from_REPLICATE1_transcript_45_support_8_9	51
Bonobo	TSPY	longer_from_REPLICATE2_transcript_139_support_4_5	51
Bonobo	TSPY	longer_from_REPLICATE2_transcript_56_support_2_8	51
Bonobo	TSPY	longer_from_REPLICATE2_transcript_62_support_7_9	51
Bonobo	TSPY	longer_from_REPLICATE2_transcript_64_support_4_9	51
Bonobo	TSPY	REPLICATE1_transcript_135_support_8REPLICATE2_transcript_162_support_9_8	51
Bonobo	TSPY	REPLICATE1_transcript_57_support_5REPLICATE2_transcript_88_support_4_9	51
Bonobo	TSPY	longer_from_REPLICATE2_transcript_18_support_6_24	55
Bonobo	TSPY	longer_from_REPLICATE1_transcript_243_support_3_27	56
Bonobo	TSPY	longer_from_REPLICATE2_transcript_56_support_2_3	57
Bonobo	TSPY	longer_from_REPLICATE2_transcript_139_support_4_46	59
Bonobo	TSPY	longer_from_REPLICATE2_transcript_68_support_2_25	60
Bonobo	TSPY	longer_from_REPLICATE1_transcript_101_support_8_3	62
Bonobo	TSPY	longer_from_REPLICATE1_transcript_118_support_5_6	62
Bonobo	TSPY	longer_from_REPLICATE1_transcript_134_support_5_3	62
Bonobo	TSPY	longer_from_REPLICATE1_transcript_45_support_8_4	62
Bonobo	TSPY	longer_from_REPLICATE2_transcript_62_support_7_4	62
Bonobo	TSPY	longer_from_REPLICATE2_transcript_64_support_4_4	62
Bonobo	TSPY	REPLICATE1_transcript_135_support_8REPLICATE2_transcript_162_support_9_3	62
Bonobo	TSPY	REPLICATE1_transcript_57_support_5REPLICATE2_transcript_88_support_4_4	62
Bonobo	TSPY	longer_from_REPLICATE1_transcript_137_support_2_3	63
Bonobo	TSPY	longer_from_REPLICATE1_transcript_101_support_8_47	66
Bonobo	TSPY	longer_from_REPLICATE1_transcript_118_support_5_50	66
Bonobo	TSPY	longer_from_REPLICATE1_transcript_134_support_5_47	66
Bonobo	TSPY	longer_from_REPLICATE1_transcript_137_support_2_20	66
Bonobo	TSPY	longer_from_REPLICATE1_transcript_137_support_2_45	66
Bonobo	TSPY	longer_from_REPLICATE1_transcript_18_support_7_9	66
Bonobo	TSPY	longer_from_REPLICATE1_transcript_45_support_8_48	66
